Unnamed: 0,task,model,temp,rep,original_response,pid,original_response_cleaned,response,invalid,jump_GT,response_len,response_num_words,previous_original_response,previous_response,order,category,SS,jump_cat,jump_SS,jump,originality,jump_profile
1,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,giraffe,1,giraffe,giraffe,,,7,1,elephant,elephant,1,14,0.850128412246704,1,0,0,,0
2,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,zebra,1,zebra,zebra,,,5,1,giraffe,giraffe,2,9,0.819354712963104,1,0,0,,0
3,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,rhinoceros,1,rhinoceros,rhinoceros,,,10,1,zebra,zebra,3,9,0.827096879482269,0,0,0,,0
4,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,hippopotamus,1,hippopotamus,hippopotamus,,,12,1,rhinoceros,rhinoceros,4,9,0.844672858715057,0,0,0,,0
5,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,kangaroo,1,kangaroo,kangaroo,,,8,1,hippopotamus,hippopotamus,5,5,0.819636106491089,1,0,0,,0
6,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,tiger,1,tiger,tiger,,,5,1,kangaroo,kangaroo,6,6,0.797845721244812,1,1,1,,1
7,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,lion,1,lion,lion,,,4,1,tiger,tiger,7,1,0.843052387237549,1,0,0,,1
8,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,leopard,1,leopard,leopard,,,7,1,lion,lion,8,1,0.866910636425018,0,0,0,,1
9,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,cheetah,1,cheetah,cheetah,,,7,1,leopard,leopard,9,1,0.850775182247162,0,0,0,,1
10,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,panda,1,panda,panda,,,5,1,cheetah,cheetah,10,6,0.796429753303528,1,1,1,,2
11,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,gorilla,1,gorilla,gorilla,,,7,1,panda,panda,11,4,0.829245090484619,1,0,0,,2
12,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,orangutan,1,orangutan,orangutan,,,9,1,gorilla,gorilla,12,9,0.840896308422089,1,0,0,,2
13,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,monkey,1,monkey,monkey,,,6,1,orangutan,orangutan,13,4,0.866105794906616,1,0,0,,2
14,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,chimpanzee,1,chimpanzee,chimpanzee,,,10,1,monkey,monkey,14,4,0.880310952663422,0,0,0,,2
15,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,baboon,1,baboon,baboon,,,6,1,chimpanzee,chimpanzee,15,4,0.845764219760895,0,0,0,,2
16,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,tarsier,1,tarsier,tarsier,,,7,1,baboon,baboon,16,9,0.835408806800842,1,0,0,,2
17,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,sloth,1,sloth,sloth,,,5,1,tarsier,tarsier,17,9,0.810124039649963,0,0,0,,2
18,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,koala,1,koala,koala,,,5,1,sloth,sloth,18,5,0.800620079040527,1,0,0,,2
19,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,1,kangaroo rat,1,kangaroo rat,kangaroo rat,,,12,2,koala,koala,19,5,0.819009780883789,0,0,0,,2
29,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,giraffe,2,giraffe,giraffe,,,7,1,elephant,elephant,1,14,0.850128412246704,1,0,0,,0
30,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,zebra,2,zebra,zebra,,,5,1,giraffe,giraffe,2,9,0.819354712963104,1,0,0,,0
31,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,rhinoceros,2,rhinoceros,rhinoceros,,,10,1,zebra,zebra,3,9,0.827096879482269,0,0,0,,0
32,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,hippopotamus,2,hippopotamus,hippopotamus,,,12,1,rhinoceros,rhinoceros,4,9,0.844672858715057,0,0,0,,0
33,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,kangaroo,2,kangaroo,kangaroo,,,8,1,hippopotamus,hippopotamus,5,5,0.819636106491089,1,0,0,,0
34,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,tiger,2,tiger,tiger,,,5,1,kangaroo,kangaroo,6,6,0.797845721244812,1,1,1,,1
35,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,lion,2,lion,lion,,,4,1,tiger,tiger,7,1,0.843052387237549,1,0,0,,1
36,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,leopard,2,leopard,leopard,,,7,1,lion,lion,8,1,0.866910636425018,0,0,0,,1
37,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,cheetah,2,cheetah,cheetah,,,7,1,leopard,leopard,9,1,0.850775182247162,0,0,0,,1
38,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,panda,2,panda,panda,,,5,1,cheetah,cheetah,10,6,0.796429753303528,1,1,1,,2
39,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,gorilla,2,gorilla,gorilla,,,7,1,panda,panda,11,4,0.829245090484619,1,0,0,,2
40,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,orangutan,2,orangutan,orangutan,,,9,1,gorilla,gorilla,12,9,0.840896308422089,1,0,0,,2
41,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,monkey,2,monkey,monkey,,,6,1,orangutan,orangutan,13,4,0.866105794906616,1,0,0,,2
42,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,chimpanzee,2,chimpanzee,chimpanzee,,,10,1,monkey,monkey,14,4,0.880310952663422,0,0,0,,2
43,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,baboon,2,baboon,baboon,,,6,1,chimpanzee,chimpanzee,15,4,0.845764219760895,0,0,0,,2
44,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,tarsier,2,tarsier,tarsier,,,7,1,baboon,baboon,16,9,0.835408806800842,1,0,0,,2
45,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,sloth,2,sloth,sloth,,,5,1,tarsier,tarsier,17,9,0.810124039649963,0,0,0,,2
46,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,koala,2,koala,koala,,,5,1,sloth,sloth,18,5,0.800620079040527,1,0,0,,2
47,1,mistralai/Mistral-7B-Instruct-v0.2,0.0,2,kangaroo rat,2,kangaroo rat,kangaroo rat,,,12,2,koala,koala,19,5,0.819009780883789,0,0,0,,2
141,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,tiger,6,tiger,tiger,,,5,1,lion,lion,1,6,0.843052387237549,1,0,0,,0
142,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,elephant,6,elephant,elephant,,,8,1,tiger,tiger,2,9,0.818225085735321,1,0,0,,0
143,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,giraffe,6,giraffe,giraffe,,,7,1,elephant,elephant,3,14,0.850128412246704,1,0,0,,0
144,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,zebra,6,zebra,zebra,,,5,1,giraffe,giraffe,4,9,0.819354712963104,1,0,0,,0
145,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,hippopotamus,6,hippopotamus,hippopotamus,,,12,1,zebra,zebra,5,9,0.811991214752197,0,0,0,,0
146,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,rhinoceros,6,rhinoceros,rhinoceros,,,10,1,hippopotamus,hippopotamus,6,9,0.844672858715057,0,0,0,,0
147,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,leopard,6,leopard,leopard,,,7,1,rhinoceros,rhinoceros,7,1,0.831972360610962,1,0,0,,0
148,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,gorilla,6,gorilla,gorilla,,,7,1,leopard,leopard,8,4,0.861004769802094,1,0,0,,0
149,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,kangaroo,6,kangaroo,kangaroo,,,8,1,gorilla,gorilla,9,5,0.837585091590881,1,0,0,,0
150,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,cheetah,6,cheetah,cheetah,,,7,1,kangaroo,kangaroo,10,1,0.799214541912079,1,1,1,,1
151,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,panda,6,panda,panda,,,5,1,cheetah,cheetah,11,6,0.796429753303528,1,1,1,,2
152,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,polar bear,6,polar bear,polar bear,,,10,2,panda,panda,12,6,0.82874858379364,0,0,0,,2
153,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,brown bear,6,brown bear,brown bear,,,10,2,polar bear,polar bear,13,6,0.86056387424469,0,0,0,,2
154,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,tiger shark,6,tiger shark,tiger shark,,,11,2,brown bear,brown bear,14,12,0.742581367492676,1,1,1,,3
155,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,great white shark,6,great white shark,great white shark,,,17,3,tiger shark,tiger shark,15,12,0.859801292419434,0,0,0,,3
156,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,crocodile,6,crocodile,crocodile,,,9,1,great white shark,great white shark,16,7,0.800581693649292,1,0,0,,3
157,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,alligator,6,alligator,alligator,,,9,1,crocodile,crocodile,17,7,0.921541929244995,0,0,0,,3
158,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,snake,6,snake,snake,,,5,1,alligator,alligator,18,7,0.854504466056824,0,0,0,,3
159,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,1,lizard,6,lizard,lizard,,,6,1,snake,snake,19,7,0.85610294342041,0,0,0,,3
169,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,giraffe,7,giraffe,giraffe,,,7,1,elephant,elephant,1,14,0.850128412246704,1,0,0,,0
170,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,zebra,7,zebra,zebra,,,5,1,giraffe,giraffe,2,9,0.819354712963104,1,0,0,,0
171,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,rhinoceros,7,rhinoceros,rhinoceros,,,10,1,zebra,zebra,3,9,0.827096879482269,0,0,0,,0
172,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,hippopotamus,7,hippopotamus,hippopotamus,,,12,1,rhinoceros,rhinoceros,4,9,0.844672858715057,0,0,0,,0
173,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,kangaroo,7,kangaroo,kangaroo,,,8,1,hippopotamus,hippopotamus,5,5,0.819636106491089,1,0,0,,0
174,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,tiger,7,tiger,tiger,,,5,1,kangaroo,kangaroo,6,6,0.797845721244812,1,1,1,,1
175,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,lion,7,lion,lion,,,4,1,tiger,tiger,7,1,0.843052387237549,1,0,0,,1
176,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,leopard,7,leopard,leopard,,,7,1,lion,lion,8,1,0.866910636425018,0,0,0,,1
